age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,contact_month
-1.1746985189441783,6,2,6,0,1,0,0,5,0,-0.2779568563284764,-0.2092282864890879,0.2010313353345134,-0.3513559841342726,1,-1.2060543163867548,-1.2717619069346335,-2.0681013158972923,-1.1430585254859236,-0.9147793298985276,0_5
-1.1746985189441783,0,1,3,0,-2,-2,0,3,3,0.9628508782744069,0.1802029435373708,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,0.5839949485988578,-0.4790789764264232,0.7728505779709345,0.8365350928366287,0_3
-0.3019382015684443,1,1,2,0,1,0,0,6,4,-0.2072779347371729,-0.2092282864890879,0.2010313353345134,-0.3513559841342726,1,-1.2060543163867548,-1.1854476345842435,-1.240939002200128,-1.3195921556147396,-0.9147793298985276,0_6
-0.4958849387630519,7,1,2,0,1,0,1,0,1,-0.9062139371400628,0.5696341735638297,0.2010313353345134,3.34057079813376,0,-1.2060543163867548,-0.8712636832288032,-1.4368458659705088,-1.2786317381665504,-0.9147793298985276,1_0
0.5708221158072899,0,1,3,0,0,0,0,6,0,0.2403552353410823,-0.2092282864890879,0.2010313353345134,1.4946074069997437,0,-1.2060543163867548,-1.1854476345842435,-1.240939002200128,-1.3317072086627957,-0.9147793298985276,0_6
-1.0777251503468748,0,2,2,-2,1,0,1,6,4,-0.2308375752676074,-0.5986595165155467,0.2010313353345134,-0.3513559841342726,1,0.649441345068569,0.7151926425714463,0.8922690699662461,0.712852220018657,0.3328624952903114,1_6
-1.46561862473609,9,2,6,0,1,1,1,4,1,-0.8708744763444111,1.3484966336167474,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,1.5282730881121709,-0.2831721126560407,0.7722736706829316,0.8365350928366287,1_4
-0.7868050445549634,9,2,3,0,1,0,0,6,3,0.4091993258091961,-0.2092282864890879,0.2010313353345134,-0.3513559841342726,1,-1.2060543163867548,-1.1854476345842435,-1.240939002200128,-1.3443991689988546,-0.9147793298985276,0_6
-0.8837784131522671,1,1,2,0,0,0,0,3,4,-0.501773441367604,-0.2092282864890879,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,0.5839949485988578,-0.4790789764264232,0.7705429488189235,0.8365350928366287,0_3
-0.8837784131522671,7,2,6,0,1,0,0,6,2,-0.368268811695142,-0.5986595165155467,0.2010313353345134,-0.3513559841342726,1,-1.2060543163867548,-1.1854476345842435,-1.240939002200128,-1.3588218511989212,-0.9147793298985276,0_6
1.3466090645857205,0,1,3,0,0,0,0,1,4,-0.898360723629918,2.906221553722583,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,-0.2342643532828906,0.957571357889706,0.7745812998349425,0.8365350928366287,0_1
-1.1746985189441783,0,2,5,0,0,1,1,4,2,-0.0148742037386246,-0.5986595165155467,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,1.5282730881121709,-0.2831721126560407,0.7693891342429183,0.8365350928366287,1_4
-0.4958849387630519,4,1,3,0,1,0,1,7,3,-0.3839752387154316,-0.5986595165155467,0.2010313353345134,-0.3513559841342726,1,-0.1183499631198408,-0.6554780023528164,-0.3267069712716816,0.3067094892647789,0.3980276831130174,1_7
1.7345025389749356,0,1,3,0,0,0,0,1,2,-0.1680118671864488,-0.5986595165155467,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,-0.2342643532828906,0.957571357889706,0.7768889289869529,0.8365350928366287,0_1
-1.0777251503468748,7,0,3,0,0,1,1,4,1,0.4091993258091961,0.1802029435373708,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,1.5282730881121709,-0.2831721126560407,0.7174674783226783,0.8365350928366287,1_4
-0.2049648329711405,0,1,3,0,1,0,1,6,2,-0.9062139371400628,0.1802029435373708,0.2010313353345134,-0.3513559841342726,1,0.649441345068569,0.7151926425714463,0.8922690699662461,0.714582941882665,0.3328624952903114,1_6
1.3466090645857205,6,0,3,-2,0,0,1,3,1,-0.3093697103690557,0.5696341735638297,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,0.5839949485988578,-0.4790789764264232,0.7734274852589368,0.8365350928366287,1_3
-0.7868050445549634,2,2,6,0,0,1,0,7,2,-0.5135532616328213,-0.5986595165155467,0.2010313353345134,-0.3513559841342726,1,-0.1183499631198408,-0.6554780023528164,-0.3267069712716816,0.2622876280885735,0.3980276831130174,0_7
1.7345025389749356,4,1,0,0,1,1,0,6,4,-0.2858100698386213,-0.5986595165155467,0.2010313353345134,1.4946074069997437,0,-1.2060543163867548,-1.1854476345842435,-1.240939002200128,-1.350168241878881,-0.9147793298985276,0_6
1.9284492761695435,1,0,0,-2,0,0,0,3,4,-0.596012003489342,0.1802029435373708,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,0.5839949485988578,-0.4790789764264232,0.7740043925469396,0.8365350928366287,0_3
-0.8837784131522671,0,1,6,0,1,0,0,7,2,-0.6352780710400662,-0.5986595165155467,0.2010313353345134,-0.3513559841342726,1,-0.1183499631198408,-0.6554780023528164,-0.3267069712716816,0.2622876280885735,0.3980276831130174,0_7
-0.8837784131522671,0,2,6,0,1,0,0,1,3,-0.2583238225531143,-0.2092282864890879,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,-0.2342643532828906,0.957571357889706,0.7740043925469396,0.8365350928366287,0_1
1.4435824331830245,9,1,5,0,0,1,0,6,0,1.1238417552323756,0.1802029435373708,0.2010313353345134,1.4946074069997437,0,-1.2060543163867548,-1.1854476345842435,-1.240939002200128,-1.3680523678069638,-0.9147793298985276,0_6
0.4738487472099861,0,2,6,0,0,0,0,1,2,0.974630698539624,-0.5986595165155467,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,-0.2342643532828906,0.957571357889706,0.7745812998349425,0.8365350928366287,0_1
-0.5928583073603557,1,1,2,0,1,0,1,6,1,1.0060435525802032,-0.5986595165155467,0.2010313353345134,-0.3513559841342726,1,0.649441345068569,0.7151926425714463,0.8922690699662461,0.7134291273066593,0.3328624952903114,1_6
-1.1746985189441783,0,2,6,0,0,1,0,3,0,-0.6392046777951386,-0.2092282864890879,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,0.5839949485988578,-0.4790789764264232,0.7740043925469396,0.8365350928366287,0_3
1.1526623273911127,1,1,0,0,1,0,0,1,0,0.4131259325642686,-0.2092282864890879,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,-0.2342643532828906,0.957571357889706,0.7757351144109477,0.8365350928366287,0_1
-1.368645256138786,0,2,6,0,0,0,1,1,1,3.259915829991769,-0.5986595165155467,-4.9891857667906345,1.4946074069997437,2,-1.142071707371054,0.7721600623227091,0.4786879131176639,-1.5676622894558867,-2.3742080155111576,1_1
-0.8837784131522671,1,1,2,0,1,1,1,6,4,-0.0345072375139867,-0.5986595165155467,0.2010313353345134,-0.3513559841342726,1,0.649441345068569,0.7151926425714463,0.8922690699662461,0.7140060345946622,0.3328624952903114,1_6
1.8314759075722395,5,0,3,0,1,0,0,0,2,-0.0384338442690591,-0.2092282864890879,0.2010313353345134,1.4946074069997437,0,-1.2060543163867548,0.2922527080545044,1.284082797507008,-1.71765818433658,-2.142057033892784,0_0
1.055688958793809,0,1,1,-2,1,0,1,6,0,0.3385204042178927,-0.5986595165155467,0.2010313353345134,-0.3513559841342726,1,0.649441345068569,0.7151926425714463,0.8922690699662461,0.7140060345946622,0.3328624952903114,1_6
-0.4958849387630519,1,1,2,0,0,0,0,3,4,3.935292191864225,1.3484966336167474,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,0.5839949485988578,-0.4790789764264232,0.7740043925469396,0.8365350928366287,0_3
0.9587155901965052,4,1,6,0,1,1,0,0,0,-0.1994247212270281,-0.5986595165155467,0.2010313353345134,-0.3513559841342726,1,-1.2060543163867548,-0.8712636832288032,-1.4368458659705088,-1.2786317381665504,-0.9147793298985276,0_0
-0.0110180957765328,4,1,6,0,1,0,0,7,0,0.5662635960120928,-0.5986595165155467,0.2010313353345134,1.4946074069997437,0,-0.1183499631198408,-0.6554780023528164,-0.3267069712716816,0.230557727248427,0.3980276831130174,0_7
-1.1746985189441783,6,2,2,0,0,0,1,6,3,-0.5174798683878937,0.1802029435373708,0.2010313353345134,-0.3513559841342726,1,0.649441345068569,0.7151926425714463,0.8922690699662461,0.7122753127306541,0.3328624952903114,1_6
-1.1746985189441783,7,1,3,0,0,0,0,3,3,-0.3368559576545626,-0.5986595165155467,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,0.5839949485988578,-0.4790789764264232,0.7734274852589368,0.8365350928366287,0_3
-0.1079914643738366,1,1,7,0,1,0,0,3,3,-0.6863239588560076,0.9590654035902884,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,0.5839949485988578,-0.4790789764264232,0.7728505779709345,0.8365350928366287,0_3
-0.2049648329711405,0,1,3,0,1,0,1,4,1,-0.3447091711647075,-0.5986595165155467,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,1.5282730881121709,-0.2831721126560407,0.7174674783226783,0.8365350928366287,1_4
-1.46561862473609,1,2,2,0,0,0,0,6,0,-0.340782564409635,-0.2092282864890879,0.2010313353345134,-0.3513559841342726,1,-1.2060543163867548,-1.1854476345842435,-1.240939002200128,-1.3680523678069638,-0.9147793298985276,0_6
-1.1746985189441783,9,2,6,0,1,0,0,6,3,0.2717680893816616,-0.5986595165155467,0.2010313353345134,-0.3513559841342726,1,-1.2060543163867548,-1.1854476345842435,-1.240939002200128,-1.3588218511989212,-0.9147793298985276,0_6
-0.3019382015684443,1,1,5,0,1,0,0,3,1,0.3267405839526754,0.1802029435373708,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,0.5839949485988578,-0.4790789764264232,0.7734274852589368,0.8365350928366287,0_3
-0.9807517817495708,9,2,6,0,1,1,0,3,4,-0.7609294872023835,-0.5986595165155467,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,0.5839949485988578,-0.4790789764264232,0.7734274852589368,0.8365350928366287,0_3
1.2496356959884165,2,0,6,0,1,0,0,3,4,-0.6274248575299214,0.9590654035902884,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,0.5839949485988578,-0.4790789764264232,0.7740043925469396,0.8365350928366287,0_3
1.2496356959884165,6,1,6,0,1,0,0,7,0,3.786081135171473,-0.5986595165155467,0.2010313353345134,-0.3513559841342726,1,-0.1183499631198408,-0.6554780023528164,-0.3267069712716816,0.230557727248427,0.3980276831130174,0_7
1.6375291703776318,1,1,0,0,0,0,0,1,2,-0.482140407592242,2.516790323696124,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,-0.2342643532828906,0.957571357889706,0.7740043925469396,0.8365350928366287,0_1
-0.4958849387630519,7,1,3,0,1,0,1,6,3,-0.6666909250806455,-0.5986595165155467,0.2010313353345134,-0.3513559841342726,1,0.649441345068569,0.7151926425714463,0.8922690699662461,0.7122753127306541,0.3328624952903114,1_6
-0.5928583073603557,9,1,5,0,1,0,0,5,1,-0.6431312845502111,-0.5986595165155467,0.2010313353345134,-0.3513559841342726,1,-1.2060543163867548,-1.2717619069346335,-2.0681013158972923,-1.149404505653953,-0.9147793298985276,0_5
0.2799020100153785,6,1,2,0,0,0,1,6,4,-0.3290027441444178,-0.2092282864890879,0.2010313353345134,-0.3513559841342726,1,0.649441345068569,0.7151926425714463,0.8922690699662461,0.7134291273066593,0.3328624952903114,1_6
0.3768753786126823,0,2,3,0,1,0,0,6,4,1.8502640049207724,-0.5986595165155467,0.2010313353345134,-0.3513559841342726,1,-1.2060543163867548,-1.1854476345842435,-1.240939002200128,-1.3195921556147396,-0.9147793298985276,0_6
-1.1746985189441783,9,2,3,0,1,1,0,0,2,-0.8198285885284697,0.5696341735638297,0.2010313353345134,1.4946074069997437,0,-1.2060543163867548,-0.8712636832288032,-1.4368458659705088,-1.2757472017265372,-0.9147793298985276,0_0
-1.368645256138786,0,2,6,0,0,0,1,3,4,0.3345937974628203,0.9590654035902884,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,0.5839949485988578,-0.4790789764264232,0.7740043925469396,0.8365350928366287,1_3
-0.6898316759576595,4,1,6,0,0,0,1,6,2,-0.3564889914299247,0.1802029435373708,0.2010313353345134,-0.3513559841342726,1,0.649441345068569,0.7151926425714463,0.8922690699662461,0.7116984054426517,0.3328624952903114,1_6
-0.3989115701657481,1,1,3,0,0,0,1,6,1,0.114703819178765,-0.5986595165155467,0.2010313353345134,-0.3513559841342726,1,0.649441345068569,0.7151926425714463,0.8922690699662461,0.712852220018657,0.3328624952903114,1_6
0.8617422215992013,1,1,2,0,0,0,0,6,3,-0.4782138008371696,-0.5986595165155467,0.2010313353345134,3.34057079813376,0,-1.2060543163867548,-1.1854476345842435,-1.240939002200128,-1.3588218511989212,-0.9147793298985276,0_6
0.9587155901965052,0,0,6,0,1,0,0,1,3,-0.91799375740528,2.516790323696124,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,-0.2342643532828906,0.957571357889706,0.7751582071229448,0.8365350928366287,0_1
0.2799020100153785,1,1,2,0,-2,-2,1,4,0,-0.8630212628342663,-0.5986595165155467,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,1.5282730881121709,-0.2831721126560407,0.7763120216989501,0.8365350928366287,1_4
-0.7868050445549634,0,2,6,0,0,0,0,1,4,2.223291646652652,-0.5986595165155467,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,-0.2342643532828906,0.957571357889706,0.7751582071229448,0.8365350928366287,0_1
1.7345025389749356,9,1,0,0,1,0,1,8,4,-0.6627643183255731,-0.5986595165155467,0.2010313353345134,-0.3513559841342726,1,-2.229776060637968,-1.9829915111018963,2.960174854209159,-1.6622750846883243,-2.022587522884492,1_8
1.4435824331830245,9,1,1,0,1,0,1,6,3,0.7665205405207859,-0.2092282864890879,0.2010313353345134,-0.3513559841342726,1,0.649441345068569,0.7151926425714463,0.8922690699662461,0.712852220018657,0.3328624952903114,1_6
-1.5625919933333938,8,2,3,0,0,0,0,3,4,-0.5567459359386179,-0.5986595165155467,0.2010313353345134,1.4946074069997437,0,-1.909863015559464,-1.9173926641156025,1.5017570905852091,-1.4955488784555533,-1.2256715801360163,0_3
1.7345025389749356,3,1,0,0,0,0,0,1,4,-0.6784707453458627,0.1802029435373708,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,-0.2342643532828906,0.957571357889706,0.7763120216989501,0.8365350928366287,0_1
-1.368645256138786,10,2,2,0,1,0,1,6,3,-0.5685257562038352,0.1802029435373708,0.2010313353345134,-0.3513559841342726,1,0.649441345068569,0.7151926425714463,0.8922690699662461,0.712852220018657,0.3328624952903114,1_6
0.9587155901965052,6,1,2,-2,0,0,0,6,2,0.1186304259338374,-0.5986595165155467,0.2010313353345134,-0.3513559841342726,1,-1.2060543163867548,-1.1854476345842435,-1.240939002200128,-1.3588218511989212,-0.9147793298985276,0_6
0.1829286414180747,9,2,6,0,1,1,0,1,4,0.0715111448729684,2.127359093669665,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,-0.2342643532828906,0.957571357889706,0.7751582071229448,0.8365350928366287,0_1
-0.7868050445549634,7,1,3,0,0,0,0,6,1,-0.3761220252052868,-0.2092282864890879,0.2010313353345134,-0.3513559841342726,1,-1.2060543163867548,-1.1854476345842435,-1.240939002200128,-1.339783910694833,-0.9147793298985276,0_6
0.0859552728207709,1,2,2,0,0,0,1,6,2,-0.7177368128965869,-0.5986595165155467,0.2010313353345134,-0.3513559841342726,1,0.649441345068569,0.7151926425714463,0.8922690699662461,0.714582941882665,0.3328624952903114,1_6
0.7647688530018976,0,0,6,0,0,0,1,4,0,-0.6392046777951386,0.5696341735638297,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,1.5282730881121709,-0.2831721126560407,0.7763120216989501,0.8365350928366287,1_4
-0.9807517817495708,4,1,6,0,1,1,0,3,4,-0.1091127658603626,0.5696341735638297,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,0.5839949485988578,-0.4790789764264232,0.7740043925469396,0.8365350928366287,0_3
0.8617422215992013,4,1,6,0,0,0,0,0,2,0.1264836394439823,-0.5986595165155467,0.2010313353345134,1.4946074069997437,0,-1.2060543163867548,-0.8712636832288032,-1.4368458659705088,-1.2757472017265372,-0.9147793298985276,0_0
-1.0777251503468748,2,1,0,0,0,0,0,3,3,-0.6038652169994869,0.5696341735638297,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,0.5839949485988578,-0.4790789764264232,0.7728505779709345,0.8365350928366287,0_3
-0.5928583073603557,0,1,1,0,1,1,0,7,4,-0.6077918237545593,-0.2092282864890879,0.2010313353345134,-0.3513559841342726,1,-0.1183499631198408,-0.6554780023528164,-0.3267069712716816,0.2876715487606912,0.3980276831130174,0_7
1.9284492761695435,4,1,7,-2,1,0,1,4,1,-0.8708744763444111,-0.5986595165155467,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,1.5282730881121709,-0.2831721126560407,0.7722736706829316,0.8365350928366287,1_4
-1.2716718875414823,9,2,3,0,0,0,0,3,4,0.739034293235279,-0.2092282864890879,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,0.5839949485988578,-0.4790789764264232,0.7734274852589368,0.8365350928366287,0_3
0.3768753786126823,6,1,2,0,1,0,1,4,3,-0.0305806307589142,-0.5986595165155467,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,1.5282730881121709,-0.2831721126560407,0.7168905710346755,0.8365350928366287,1_4
-0.3989115701657481,0,1,3,0,0,0,1,6,2,0.0243918638120995,0.1802029435373708,0.2010313353345134,-0.3513559841342726,1,0.649441345068569,0.7151926425714463,0.8922690699662461,0.714582941882665,0.3328624952903114,1_6
-1.1746985189441783,9,2,5,0,1,0,0,6,1,-0.7059569926313697,-0.5986595165155467,0.2010313353345134,1.4946074069997437,0,-1.2060543163867548,-1.1854476345842435,-1.240939002200128,-1.339783910694833,-0.9147793298985276,0_6
-1.1746985189441783,1,2,5,0,1,0,0,6,1,-0.5645991494487628,-0.5986595165155467,0.2010313353345134,-0.3513559841342726,1,-1.2060543163867548,-1.1854476345842435,-1.240939002200128,-1.3715138115349796,-0.9147793298985276,0_6
-0.9807517817495708,9,1,6,0,1,0,1,3,4,-0.8865809033647007,-0.2092282864890879,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,0.5839949485988578,-0.4790789764264232,0.7740043925469396,0.8365350928366287,1_3
0.8617422215992013,0,1,3,0,1,0,0,1,0,-0.2897366765936937,-0.5986595165155467,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,-0.2342643532828906,0.957571357889706,0.7757351144109477,0.8365350928366287,0_1
-0.9807517817495708,0,2,6,0,1,0,0,1,3,0.5073644946860065,0.1802029435373708,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,-0.2342643532828906,0.957571357889706,0.7740043925469396,0.8365350928366287,0_1
1.4435824331830245,1,1,2,-2,0,0,0,7,3,-0.7609294872023835,-0.2092282864890879,0.2010313353345134,-0.3513559841342726,1,-0.1183499631198408,-0.6554780023528164,-0.3267069712716816,0.3067094892647789,0.3980276831130174,0_7
-1.2716718875414823,0,2,2,0,1,1,0,3,3,-0.69025056561108,-0.2092282864890879,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,0.5839949485988578,-0.4790789764264232,0.7728505779709345,0.8365350928366287,0_3
0.5708221158072899,7,1,3,0,1,0,0,3,1,-0.2975898901038385,-0.2092282864890879,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,0.5839949485988578,-0.4790789764264232,0.7722736706829316,0.8365350928366287,0_3
-1.1746985189441783,0,2,6,0,0,0,0,0,0,-0.7373698466719489,-0.5986595165155467,0.2010313353345134,-0.3513559841342726,1,-1.2060543163867548,-0.8712636832288032,-1.4368458659705088,-1.2786317381665504,-0.9147793298985276,0_0
0.5708221158072899,7,0,2,0,0,0,0,6,4,-0.6313514642849938,-0.2092282864890879,0.2010313353345134,1.4946074069997437,0,-1.2060543163867548,-1.1854476345842435,-1.240939002200128,-1.3195921556147396,-0.9147793298985276,0_6
-0.9807517817495708,1,1,7,0,0,0,1,6,4,-0.6745441385907903,-0.2092282864890879,0.2010313353345134,-0.3513559841342726,1,0.649441345068569,0.7151926425714463,0.8922690699662461,0.712852220018657,0.3328624952903114,1_6
1.1526623273911127,9,1,2,0,1,0,1,6,2,-0.1915715077168833,-0.2092282864890879,0.2010313353345134,-0.3513559841342726,1,0.649441345068569,0.7151926425714463,0.8922690699662461,0.714582941882665,0.3328624952903114,1_6
-0.3019382015684443,3,1,3,-2,0,0,0,1,2,-0.5135532616328213,-0.5986595165155467,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,-0.2342643532828906,0.957571357889706,0.7768889289869529,0.8365350928366287,0_1
-0.4958849387630519,7,2,6,0,-2,-2,0,1,1,0.6369425176033963,-0.2092282864890879,0.2010313353345134,-0.3513559841342726,1,-1.909863015559464,-2.3800371639137192,1.980640535357253,-1.57920043521594,-1.2256715801360163,0_1
-0.3989115701657481,2,1,7,-2,1,0,0,3,1,-0.8355350155487594,0.1802029435373708,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,0.5839949485988578,-0.4790789764264232,0.7722736706829316,0.8365350928366287,0_3
2.995156330739885,5,2,6,0,1,0,0,8,3,-0.3525623846748523,-0.5986595165155467,0.2010313353345134,-0.3513559841342726,1,-2.229776060637968,-1.9829915111018963,2.960174854209159,-1.6611212701123188,-2.022587522884492,0_8
-0.1079914643738366,1,2,0,0,0,1,1,4,0,0.5466305622367307,0.5696341735638297,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,1.5282730881121709,-0.2831721126560407,0.7763120216989501,0.8365350928366287,1_4
-0.9807517817495708,6,1,5,0,1,0,0,6,3,-0.623498250774849,0.9590654035902884,0.2010313353345134,-0.3513559841342726,1,-1.2060543163867548,-1.1854476345842435,-1.240939002200128,-1.3443991689988546,-0.9147793298985276,0_6
-0.1079914643738366,1,1,5,-2,1,0,1,4,2,-0.9022873303849904,-0.5986595165155467,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,1.5282730881121709,-0.2831721126560407,0.7180443856106806,0.8365350928366287,1_4
-1.2716718875414823,1,2,0,0,0,0,0,6,3,-0.3172229238792006,-0.2092282864890879,0.2010313353345134,1.4946074069997437,0,-1.2060543163867548,-1.1854476345842435,-1.240939002200128,-1.3443991689988546,-0.9147793298985276,0_6
1.7345025389749356,0,2,6,0,0,0,1,6,1,3.8371270229874144,0.1802029435373708,0.2010313353345134,-0.3513559841342726,1,0.649441345068569,0.7151926425714463,0.8922690699662461,0.712852220018657,0.3328624952903114,1_6
0.4738487472099861,3,2,2,0,1,0,1,4,1,-0.5645991494487628,-0.5986595165155467,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,1.5282730881121709,-0.2831721126560407,0.7728505779709345,0.8365350928366287,1_4
-0.1079914643738366,9,2,6,-2,0,1,0,8,0,-0.5174798683878937,-0.5986595165155467,0.2010313353345134,-0.3513559841342726,1,-2.229776060637968,-1.9829915111018963,2.960174854209159,-1.6738132304483773,-2.022587522884492,0_8
1.540555801780328,10,0,6,-2,1,0,1,6,0,-0.623498250774849,-0.5986595165155467,0.2010313353345134,-0.3513559841342726,1,0.649441345068569,0.7151926425714463,0.8922690699662461,0.712852220018657,0.3328624952903114,1_6
2.3163427505587584,10,0,2,0,1,0,0,8,4,1.363364767291793,-0.2092282864890879,0.2010313353345134,-0.3513559841342726,1,-0.7581760532768491,1.763047908905237,-1.959264169358192,-1.53593238861574,-2.7543382778102616,0_8
-0.7868050445549634,7,1,3,0,1,1,0,0,1,-0.9847460722415112,1.3484966336167474,0.2010313353345134,1.4946074069997437,0,-1.2060543163867548,-0.8712636832288032,-1.4368458659705088,-1.2786317381665504,-0.9147793298985276,0_0
0.1829286414180747,2,1,0,-2,1,0,1,3,2,0.8960985634381756,-0.2092282864890879,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,0.5839949485988578,-0.4790789764264232,0.7711198561069263,0.8365350928366287,1_3
1.055688958793809,4,1,6,-2,0,1,1,4,2,-0.6431312845502111,-0.5986595165155467,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,1.5282730881121709,-0.2831721126560407,0.7693891342429183,0.8365350928366287,1_4
-0.7868050445549634,9,1,5,0,1,0,0,7,2,0.4445387866048479,-0.5986595165155467,0.2010313353345134,-0.3513559841342726,1,-0.1183499631198408,-0.6554780023528164,-0.3267069712716816,0.2622876280885735,0.3980276831130174,0_7
-0.3989115701657481,3,1,1,0,1,0,1,4,1,-0.8316084087936869,0.1802029435373708,0.2010313353345134,-0.3513559841342726,1,0.8413891721156713,1.5282730881121709,-0.2831721126560407,0.7174674783226783,0.8365350928366287,1_4
-0.3989115701657481,9,2,5,0,0,1,1,6,1,-0.5606725426936903,-0.2092282864890879,0.2010313353345134,-0.3513559841342726,1,0.649441345068569,0.7151926425714463,0.8922690699662461,0.7134291273066593,0.3328624952903114,1_6
3.673969910921012,5,1,3,0,1,0,0,6,1,1.9523557805526552,-0.2092282864890879,-4.9891857667906345,3.34057079813376,0,-1.2060543163867548,-1.1854476345842435,-1.240939002200128,-1.359975665774927,-0.9147793298985276,0_6
